FECHA / ESTADO,Vuelo,A,SALIDA PROGRAMADA,PARTIDA,LLEGADO,DURACIÓN,Origen,ICAO
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",U21400 EJU72WQ  easyJet U2/EZY,Geneva (GVA / LSGG),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:32 CET  37 min tarde,28 dic 11:14 CET  14 min tarde,1h 42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",UX4025 AEA17SB  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:03 CET  8 min tarde,28 dic 09:45 CET  4 min temprano,41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:00 CET  Aterrizado",FR8643 RYR1UV  Ryanair FR/RYR,Treviso (TSF / LIPH),28 dic 09:00 CET  28 dic 08:00 UTC,28 dic 10:12 CET  1 h 12 min tarde,28 dic 12:10 CET  55 min tarde,1h 57m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:05 CET  Aterrizado",V73585 VOE63EA  Volotea Airlines V7/VOE,Asturias (OVD / LEAS),28 dic 09:05 CET  28 dic 08:05 UTC,28 dic 09:19 CET  14 min tarde,28 dic 10:31 CET  13 min temprano,1h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",FR7571 RYR23TK  Ryanair FR/RYR,Nurnberg (NUE / EDDN),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:14 CET  4 min tarde,28 dic 09:15 CET  2 h 34 min temprano,1m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",IB1010 ANE91VV  Iberia IB/IBE,Madrid (MAD / LEMD),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:39 CET  29 min tarde,28 dic 10:28 CET  3 min tarde,48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",LX2173 SWR1CZ  Swiss LX/SWR,Zurich (ZRH / LSZH),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 09:47 CET  32 min tarde,28 dic 11:51 CET  6 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",FR2408 RYR2EG  Ryanair FR/RYR,Memmingen (FMM / EDJA),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 10:07 CET  52 min tarde,28 dic 12:33 CET  53 min tarde,2h 25m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",VY8321 VLG5CX  Vueling VY/VLG,Paris (ORY / LFPO),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 09:57 CET  37 min tarde,28 dic 09:49 CET  1 h 45 min temprano,,Alicante,LEAL
"dom, 28. dic 2025  28 dic 05:45 CET  Aterrizado",FR4019 RYR67AU  Ryanair FR/RYR,Copenhagen (CPH / EKCH),28 dic 05:45 CET  28 dic 04:45 UTC,28 dic 05:53 CET  8 min tarde,28 dic 08:49 CET  20 min temprano,2h 55m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR9056 RYR11RQ  Ryanair FR/RYR,Bremen (BRE / EDDW),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:13 CET  13 min tarde,28 dic 08:44 CET  15 min temprano,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR4025 RYR13CX  Ryanair FR/RYR,Hamburg (HAM / EDDH),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:05 CET  5 min tarde,28 dic 08:45 CET  24 min temprano,2h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR2071 RYR47SM  Ryanair FR/RYR,Manchester (MAN / EGCC),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:07 CET  7 min tarde,28 dic 07:23 GMT  31 min temprano,2h 15m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR5186 RYR36KX  Ryanair FR/RYR,Bristol (BRS / EGGD),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 05:58 CET  1 min temprano,28 dic 06:59 GMT  40 min temprano,2h,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:20 CET  Aterrizado",FR4004 RYR29YW  Ryanair FR/RYR,Rome (FCO / LIRF),28 dic 06:20 CET  28 dic 05:20 UTC,28 dic 06:24 CET  4 min tarde,28 dic 08:02 CET  27 min temprano,1h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:20 CET  Aterrizado",VY7394 VLG7394  Vueling VY/VLG,Oran (ORN / DAOO),28 dic 06:20 CET  28 dic 05:20 UTC,28 dic 06:28 CET  8 min tarde,28 dic 08:54 CET  1 h 39 min tarde,2h 26m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:30 CET  Aterrizado",FR2543 RYR367E  Ryanair FR/RYR,Poznan (POZ / EPPO),28 dic 06:30 CET  28 dic 05:30 UTC,28 dic 06:42 CET  12 min tarde,28 dic 09:37 CET  7 min temprano,2h 55m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:30 CET  Aterrizado",VY3200 VLG45LW  Vueling VY/VLG,Las Palmas (LPA / GCLP),28 dic 06:30 CET  28 dic 05:30 UTC,28 dic 06:50 CET  20 min tarde,28 dic 08:24 WET  5 min temprano,2h 34m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:35 CET  Aterrizado",VY1451 VLG4YX  Vueling VY/VLG,Bilbao (BIO / LEBB),28 dic 06:35 CET  28 dic 05:35 UTC,28 dic 06:59 CET  24 min tarde,28 dic 07:55 CET  4 min temprano,56m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:45 CET  Aterrizado",FR8011 RYR261K  Ryanair FR/RYR,Budapest (BUD / LHBP),28 dic 06:45 CET  28 dic 05:45 UTC,28 dic 06:53 CET  8 min tarde,28 dic 09:38 CET  11 min temprano,2h 44m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:50 CET  Aterrizado",FR9034 RYR9034  Ryanair FR/RYR,Paris (BVA / LFOB),28 dic 06:50 CET  28 dic 05:50 UTC,28 dic 07:32 CET  42 min tarde,28 dic 09:18 CET  8 min tarde,1h 46m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:00 CET  Aterrizado",D85370 NSZ37A  Norwegian Air International D8/IBK,Copenhagen (CPH / EKCH),28 dic 07:00 CET  28 dic 06:00 UTC,28 dic 07:01 CET  1 min tarde,28 dic 10:00 CET  14 min temprano,2h 58m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:00 CET  Aterrizado",VY1303 VLG42VA  Vueling VY/VLG,Barcelona (BCN / LEBL),28 dic 07:00 CET  28 dic 06:00 UTC,28 dic 07:17 CET  17 min tarde,28 dic 07:59 CET  15 min temprano,42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:05 CET  Aterrizado",FR6072 RYR6UL  Ryanair FR/RYR,Warsaw (WAW / EPWA),28 dic 07:05 CET  28 dic 06:05 UTC,28 dic 07:14 CET  9 min tarde,28 dic 10:26 CET  3 min temprano,3h 12m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:10 CET  Aterrizado",FR7832 RYR7832  Ryanair FR/RYR,Bydgoszcz (BZG / EPBY),28 dic 07:10 CET  28 dic 06:10 UTC,28 dic 07:19 CET  9 min tarde,28 dic 10:28 CET  1 min temprano,3h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:30 CET  Aterrizado",FR2387 RYR514A  Ryanair FR/RYR,Tetuan (TTU / GMTN),28 dic 07:30 CET  28 dic 06:30 UTC,28 dic 07:34 CET  4 min tarde,28 dic 08:30 UTC+01  14 min temprano,56m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:50 CET  Aterrizado",FR6356 RYR32LL  Ryanair FR/RYR,Krakow (KRK / EPKK),28 dic 07:50 CET  28 dic 06:50 UTC,28 dic 07:59 CET  9 min tarde,28 dic 10:54 CET  10 min temprano,2h 55m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:00 CET  Aterrizado",D85430 NSZ5430  Norwegian Air International D8/IBK,Munich (MUC / EDDM),28 dic 08:00 CET  28 dic 07:00 UTC,28 dic 08:21 CET  21 min tarde,28 dic 10:32 CET  2 min temprano,2h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:05 CET  Aterrizado",FR258 RYR94HL  Ryanair FR/RYR,Berlin (BER / EDDB),28 dic 08:05 CET  28 dic 07:05 UTC,28 dic 08:10 CET  5 min tarde,28 dic 11:00 CET  4 min temprano,2h 49m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:15 CET  Aterrizado",VY7396 VLG99AR  Vueling VY/VLG,Algiers (ALG / DAAG),28 dic 08:15 CET  28 dic 07:15 UTC,28 dic 08:45 CET  30 min tarde,28 dic 11:32 CET  2 h 12 min tarde,2h 46m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",U21400 EJU72WQ  easyJet U2/EZY,Geneva (GVA / LSGG),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:32 CET  37 min tarde,28 dic 11:14 CET  14 min tarde,1h 42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",UX4025 AEA17SB  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:03 CET  8 min tarde,28 dic 09:45 CET  4 min temprano,41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:00 CET  Aterrizado",FR8643 RYR1UV  Ryanair FR/RYR,Treviso (TSF / LIPH),28 dic 09:00 CET  28 dic 08:00 UTC,28 dic 10:12 CET  1 h 12 min tarde,28 dic 12:10 CET  55 min tarde,1h 57m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:05 CET  Aterrizado",V73585 VOE63EA  Volotea Airlines V7/VOE,Asturias (OVD / LEAS),28 dic 09:05 CET  28 dic 08:05 UTC,28 dic 09:19 CET  14 min tarde,28 dic 10:31 CET  13 min temprano,1h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",FR7571 RYR23TK  Ryanair FR/RYR,Nurnberg (NUE / EDDN),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:14 CET  4 min tarde,28 dic 09:15 CET  2 h 34 min temprano,1m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",IB1010 ANE91VV  Iberia IB/IBE,Madrid (MAD / LEMD),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:39 CET  29 min tarde,28 dic 10:28 CET  3 min tarde,48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",LX2173 SWR1CZ  Swiss LX/SWR,Zurich (ZRH / LSZH),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 09:47 CET  32 min tarde,28 dic 11:51 CET  6 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",FR2408 RYR2EG  Ryanair FR/RYR,Memmingen (FMM / EDJA),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 10:07 CET  52 min tarde,28 dic 12:33 CET  53 min tarde,2h 25m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",VY8321 VLG5CX  Vueling VY/VLG,Paris (ORY / LFPO),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 09:57 CET  37 min tarde,28 dic 09:49 CET  1 h 45 min temprano,,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR5186 RYR36KX  Ryanair FR/RYR,Bristol (BRS / EGGD),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 05:58 CET  1 min temprano,28 dic 06:59 GMT  40 min temprano,2h,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR4025 RYR13CX  Ryanair FR/RYR,Hamburg (HAM / EDDH),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:05 CET  5 min tarde,28 dic 08:45 CET  24 min temprano,2h 39m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR2071 RYR47SM  Ryanair FR/RYR,Manchester (MAN / EGCC),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:07 CET  7 min tarde,28 dic 07:23 GMT  31 min temprano,2h 15m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:00 CET  Aterrizado",FR9056 RYR11RQ  Ryanair FR/RYR,Bremen (BRE / EDDW),28 dic 06:00 CET  28 dic 05:00 UTC,28 dic 06:13 CET  13 min tarde,28 dic 08:44 CET  15 min temprano,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:20 CET  Aterrizado",FR4004 RYR29YW  Ryanair FR/RYR,Rome (FCO / LIRF),28 dic 06:20 CET  28 dic 05:20 UTC,28 dic 06:24 CET  4 min tarde,28 dic 08:02 CET  27 min temprano,1h 38m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:20 CET  Aterrizado",VY7394 VLG7394  Vueling VY/VLG,Oran (ORN / DAOO),28 dic 06:20 CET  28 dic 05:20 UTC,28 dic 06:28 CET  8 min tarde,28 dic 08:54 CET  1 h 39 min tarde,2h 26m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:30 CET  Aterrizado",VY3200 VLG45LW  Vueling VY/VLG,Las Palmas (LPA / GCLP),28 dic 06:30 CET  28 dic 05:30 UTC,28 dic 06:50 CET  20 min tarde,28 dic 08:24 WET  5 min temprano,2h 34m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:30 CET  Aterrizado",FR2543 RYR367E  Ryanair FR/RYR,Poznan (POZ / EPPO),28 dic 06:30 CET  28 dic 05:30 UTC,28 dic 06:42 CET  12 min tarde,28 dic 09:37 CET  7 min temprano,2h 55m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:35 CET  Aterrizado",VY1451 VLG4YX  Vueling VY/VLG,Bilbao (BIO / LEBB),28 dic 06:35 CET  28 dic 05:35 UTC,28 dic 06:59 CET  24 min tarde,28 dic 07:55 CET  4 min temprano,56m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:45 CET  Aterrizado",FR8011 RYR261K  Ryanair FR/RYR,Budapest (BUD / LHBP),28 dic 06:45 CET  28 dic 05:45 UTC,28 dic 06:53 CET  8 min tarde,28 dic 09:38 CET  11 min temprano,2h 44m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 06:50 CET  Aterrizado",FR9034 RYR9034  Ryanair FR/RYR,Paris (BVA / LFOB),28 dic 06:50 CET  28 dic 05:50 UTC,28 dic 07:32 CET  42 min tarde,28 dic 09:18 CET  8 min tarde,1h 46m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:00 CET  Aterrizado",D85370 NSZ37A  Norwegian Air International D8/IBK,Copenhagen (CPH / EKCH),28 dic 07:00 CET  28 dic 06:00 UTC,28 dic 07:01 CET  1 min tarde,28 dic 10:00 CET  14 min temprano,2h 58m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:00 CET  Aterrizado",VY1303 VLG42VA  Vueling VY/VLG,Barcelona (BCN / LEBL),28 dic 07:00 CET  28 dic 06:00 UTC,28 dic 07:17 CET  17 min tarde,28 dic 07:59 CET  15 min temprano,42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:05 CET  Aterrizado",FR6072 RYR6UL  Ryanair FR/RYR,Warsaw (WAW / EPWA),28 dic 07:05 CET  28 dic 06:05 UTC,28 dic 07:14 CET  9 min tarde,28 dic 10:26 CET  3 min temprano,3h 12m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:10 CET  Aterrizado",FR7832 RYR7832  Ryanair FR/RYR,Bydgoszcz (BZG / EPBY),28 dic 07:10 CET  28 dic 06:10 UTC,28 dic 07:19 CET  9 min tarde,28 dic 10:28 CET  1 min temprano,3h 9m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:30 CET  Aterrizado",FR2387 RYR514A  Ryanair FR/RYR,Tetuan (TTU / GMTN),28 dic 07:30 CET  28 dic 06:30 UTC,28 dic 07:34 CET  4 min tarde,28 dic 08:30 UTC+01  14 min temprano,56m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 07:50 CET  Aterrizado",FR6356 RYR32LL  Ryanair FR/RYR,Krakow (KRK / EPKK),28 dic 07:50 CET  28 dic 06:50 UTC,28 dic 07:59 CET  9 min tarde,28 dic 10:54 CET  10 min temprano,2h 55m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:00 CET  Aterrizado",D85430 NSZ5430  Norwegian Air International D8/IBK,Munich (MUC / EDDM),28 dic 08:00 CET  28 dic 07:00 UTC,28 dic 08:21 CET  21 min tarde,28 dic 10:32 CET  2 min temprano,2h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:05 CET  Aterrizado",FR258 RYR94HL  Ryanair FR/RYR,Berlin (BER / EDDB),28 dic 08:05 CET  28 dic 07:05 UTC,28 dic 08:10 CET  5 min tarde,28 dic 11:00 CET  4 min temprano,2h 49m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:15 CET  Aterrizado",VY7396 VLG99AR  Vueling VY/VLG,Algiers (ALG / DAAG),28 dic 08:15 CET  28 dic 07:15 UTC,28 dic 08:45 CET  30 min tarde,28 dic 11:32 CET  2 h 12 min tarde,2h 46m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",U21400 EJU72WQ  easyJet U2/EZY,Geneva (GVA / LSGG),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:32 CET  37 min tarde,28 dic 11:14 CET  14 min tarde,1h 42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",UX4025 AEA17SB  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:03 CET  8 min tarde,28 dic 09:45 CET  4 min temprano,41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:00 CET  Aterrizado",FR8643 RYR1UV  Ryanair FR/RYR,Treviso (TSF / LIPH),28 dic 09:00 CET  28 dic 08:00 UTC,28 dic 10:12 CET  1 h 12 min tarde,28 dic 12:10 CET  55 min tarde,1h 57m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:05 CET  Aterrizado",V73585 VOE63EA  Volotea Airlines V7/VOE,Asturias (OVD / LEAS),28 dic 09:05 CET  28 dic 08:05 UTC,28 dic 09:19 CET  14 min tarde,28 dic 10:31 CET  13 min temprano,1h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",FR7571 RYR23TK  Ryanair FR/RYR,Nurnberg (NUE / EDDN),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:14 CET  4 min tarde,28 dic 09:15 CET  2 h 34 min temprano,1m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",IB1010 ANE91VV  Iberia IB/IBE,Madrid (MAD / LEMD),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:39 CET  29 min tarde,28 dic 10:28 CET  3 min tarde,48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",FR2408 RYR2EG  Ryanair FR/RYR,Memmingen (FMM / EDJA),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 10:07 CET  52 min tarde,28 dic 12:33 CET  53 min tarde,2h 25m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",LX2173 SWR1CZ  Swiss LX/SWR,Zurich (ZRH / LSZH),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 09:47 CET  32 min tarde,28 dic 11:51 CET  6 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",VY8321 VLG5CX  Vueling VY/VLG,Paris (ORY / LFPO),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 09:57 CET  37 min tarde,28 dic 09:49 CET  1 h 45 min temprano,,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",FR1568 RYR83ZT  Ryanair FR/RYR,Vienna (VIE / LOWW),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 20:48 CET  11 h 28 min tarde,28 dic 23:18 CET  11 h 3 min tarde,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:00 CET  Aterrizado",D85430 NSZ5430  Norwegian Air International D8/IBK,Munich (MUC / EDDM),28 dic 08:00 CET  28 dic 07:00 UTC,28 dic 08:21 CET  21 min tarde,28 dic 10:32 CET  2 min temprano,2h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:05 CET  Aterrizado",FR258 RYR94HL  Ryanair FR/RYR,Berlin (BER / EDDB),28 dic 08:05 CET  28 dic 07:05 UTC,28 dic 08:10 CET  5 min tarde,28 dic 11:00 CET  4 min temprano,2h 49m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:15 CET  Aterrizado",VY7396 VLG99AR  Vueling VY/VLG,Algiers (ALG / DAAG),28 dic 08:15 CET  28 dic 07:15 UTC,28 dic 08:45 CET  30 min tarde,28 dic 11:32 CET  2 h 12 min tarde,2h 46m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",UX4025 AEA17SB  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:03 CET  8 min tarde,28 dic 09:45 CET  4 min temprano,41m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 08:55 CET  Aterrizado",U21400 EJU72WQ  easyJet U2/EZY,Geneva (GVA / LSGG),28 dic 08:55 CET  28 dic 07:55 UTC,28 dic 09:32 CET  37 min tarde,28 dic 11:14 CET  14 min tarde,1h 42m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:00 CET  Aterrizado",FR8643 RYR1UV  Ryanair FR/RYR,Treviso (TSF / LIPH),28 dic 09:00 CET  28 dic 08:00 UTC,28 dic 10:12 CET  1 h 12 min tarde,28 dic 12:10 CET  55 min tarde,1h 57m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:05 CET  Aterrizado",V73585 VOE63EA  Volotea Airlines V7/VOE,Asturias (OVD / LEAS),28 dic 09:05 CET  28 dic 08:05 UTC,28 dic 09:19 CET  14 min tarde,28 dic 10:31 CET  13 min temprano,1h 11m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",FR7571 RYR23TK  Ryanair FR/RYR,Nurnberg (NUE / EDDN),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:14 CET  4 min tarde,28 dic 09:15 CET  2 h 34 min temprano,1m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:10 CET  Aterrizado",IB1010 ANE91VV  Iberia IB/IBE,Madrid (MAD / LEMD),28 dic 09:10 CET  28 dic 08:10 UTC,28 dic 09:39 CET  29 min tarde,28 dic 10:28 CET  3 min tarde,48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",FR2408 RYR2EG  Ryanair FR/RYR,Memmingen (FMM / EDJA),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 10:07 CET  52 min tarde,28 dic 12:33 CET  53 min tarde,2h 25m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:15 CET  Aterrizado",LX2173 SWR1CZ  Swiss LX/SWR,Zurich (ZRH / LSZH),28 dic 09:15 CET  28 dic 08:15 UTC,28 dic 09:47 CET  32 min tarde,28 dic 11:51 CET  6 min tarde,2h 3m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",VY8321 VLG5CX  Vueling VY/VLG,Paris (ORY / LFPO),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 09:57 CET  37 min tarde,28 dic 09:49 CET  1 h 45 min temprano,,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:20 CET  Aterrizado",FR1568 RYR83ZT  Ryanair FR/RYR,Vienna (VIE / LOWW),28 dic 09:20 CET  28 dic 08:20 UTC,28 dic 20:48 CET  11 h 28 min tarde,28 dic 23:18 CET  11 h 3 min tarde,2h 30m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:25 CET  Aterrizado",SN3772 BEL5VB  Brussels Airlines SN/BEL,Brussels (BRU / EBBR),28 dic 09:25 CET  28 dic 08:25 UTC,28 dic 09:25 CET  a tiempo,28 dic 11:43 CET  22 min temprano,2h 18m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:25 CET  Aterrizado",U21012 EJU78NZ  easyJet U2/EZY,Basel (BSL / LFSB),28 dic 09:25 CET  28 dic 08:25 UTC,28 dic 10:04 CET  39 min tarde,28 dic 12:03 CET  18 min tarde,1h 58m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:35 CET  Aterrizado",HV5056 TRA4R  Transavia HV/TRA,Rotterdam (RTM / EHRD),28 dic 09:35 CET  28 dic 08:35 UTC,28 dic 09:53 CET  18 min tarde,28 dic 11:56 CET  13 min temprano,2h 2m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:35 CET  Aterrizado",FR3533 RYR21KV  Ryanair FR/RYR,Brussels (CRL / EBCI),28 dic 09:35 CET  28 dic 08:35 UTC,28 dic 10:11 CET  36 min tarde,28 dic 12:19 CET  9 min tarde,2h 8m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:40 CET  Aterrizado",W62388 WZZ338  Wizz Air W6/WZZ,Budapest (BUD / LHBP),28 dic 09:40 CET  28 dic 08:40 UTC,28 dic 09:52 CET  12 min tarde,28 dic 12:51 CET  6 min tarde,2h 59m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:40 CET  Aterrizado",FR6430 RYR22WM  Ryanair FR/RYR,Kaunas (KUN / EYKA),28 dic 09:40 CET  28 dic 08:40 UTC,28 dic 10:03 CET  23 min tarde,28 dic 14:51 EET  16 min tarde,3h 48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:40 CET  Aterrizado",FR2029 RYR68NU  Ryanair FR/RYR,Porto (OPO / LPPR),28 dic 09:40 CET  28 dic 08:40 UTC,28 dic 09:58 CET  18 min tarde,28 dic 10:12 WET  7 min temprano,1h 13m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:50 CET  Aterrizado",FR9877 RYR93SW  Ryanair FR/RYR,Wroclaw (WRO / EPWR),28 dic 09:50 CET  28 dic 08:50 UTC,28 dic 10:40 CET  50 min tarde,28 dic 13:29 CET  29 min tarde,2h 48m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:50 CET  Aterrizado",U24380 EJU92KL  easyJet U2/EZY,Lyon (LYS / LFLL),28 dic 09:50 CET  28 dic 08:50 UTC,28 dic 10:11 CET  21 min tarde,28 dic 11:36 CET  3 min temprano,1h 25m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 09:55 CET  Aterrizado",FR7522 RYR51SY  Ryanair FR/RYR,Eindhoven (EIN / EHEH),28 dic 09:55 CET  28 dic 08:55 UTC,28 dic 10:45 CET  50 min tarde,28 dic 13:00 CET  25 min tarde,2h 14m,Alicante,LEAL
"dom, 28. dic 2025  28 dic 10:05 CET  Aterrizado",VY3118 VLG9RC  Vueling VY/VLG,Tenerife (TFN / GCXO),28 dic 10:05 CET  28 dic 09:05 UTC,28 dic 10:25 CET  20 min tarde,28 dic 12:03 WET  6 min temprano,2h 38m,Alicante,LEAL
