FECHA / ESTADO,Vuelo,A,SALIDA PROGRAMADA,PARTIDA,LLEGADO,DURACIÓN,Origen,ICAO
"jue, 01. ene  01 ene 06:30 CET  Aterrizado",UX1159 AEA63QN  Air Europa UX/AEA,Lisbon (LIS / LPPT),01 ene 06:30 CET  01 ene 05:30 UTC,01 ene 06:53 CET  23 min tarde,01 ene 06:51 WET  1 min tarde,58m,Madrid,LEMD
"jue, 01. ene  01 ene 06:35 CET  Aterrizado",AV27 AVA027  Avianca AV/AVA,Bogota (BOG / SKBO),01 ene 06:35 CET  01 ene 05:35 UTC,01 ene 07:49 CET  1 h 14 min tarde,01 ene 12:12 UTC-05  1 h 17 min tarde,10h 23m,Madrid,LEMD
"jue, 01. ene  01 ene 06:35 CET  Aterrizado",UX1147 AEA78FJ  Air Europa UX/AEA,Porto (OPO / LPPR),01 ene 06:35 CET  01 ene 05:35 UTC,01 ene 07:03 CET  28 min tarde,01 ene 06:53 WET  3 min tarde,49m,Madrid,LEMD
"jue, 01. ene  01 ene 06:45 CET  Aterrizado",TO4781 TVF22JR  Transavia France TO/TVF,Paris (ORY / LFPO),01 ene 06:45 CET  01 ene 05:45 UTC,01 ene 07:35 CET  50 min tarde,01 ene 09:16 CET  26 min tarde,1h 41m,Madrid,LEMD
"jue, 01. ene  01 ene 06:45 CET  Aterrizado",IB711 IBE0711  Iberia IB/IBE,London (LHR / EGLL),01 ene 06:45 CET  01 ene 05:45 UTC,01 ene 07:07 CET  22 min tarde,01 ene 08:17 GMT  7 min temprano,2h 10m,Madrid,LEMD
"jue, 01. ene  01 ene 06:55 CET  Aterrizado",UX1081 AEA69DK  Air Europa UX/AEA,Venice (VCE / LIPZ),01 ene 06:55 CET  01 ene 05:55 UTC,01 ene 07:22 CET  27 min tarde,01 ene 09:16 CET  8 min temprano,1h 54m,Madrid,LEMD
"jue, 01. ene  01 ene 07:00 CET  Aterrizado",NT6017 IBB37VK  Binter Canarias NT/IBB,Las Palmas (LPA / GCLP),01 ene 07:00 CET  01 ene 06:00 UTC,01 ene 07:22 CET  22 min tarde,01 ene 09:05 WET  15 min tarde,2h 42m,Madrid,LEMD
"jue, 01. ene  01 ene 07:00 CET  Aterrizado",NT6073 IBB5WU  Binter Canarias NT/IBB,Tenerife (TFN / GCXO),01 ene 07:00 CET  01 ene 06:00 UTC,01 ene 07:28 CET  28 min tarde,01 ene 12:31 WET  3 h 41 min tarde,6h 3m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX1043 AEA35SH  Air Europa UX/AEA,Rome (FCO / LIRF),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:38 CET  33 min tarde,01 ene 09:26 CET  3 min temprano,1h 47m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",IB1651 IBS1651  Iberia IB/IBE,Palma de Mallorca (PMI / LEPA),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:19 CET  14 min tarde,01 ene 08:11 CET  18 min temprano,52m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX1503 AEA22RZ  Air Europa UX/AEA,Frankfurt (FRA / EDDF),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:30 CET  25 min tarde,01 ene 09:35 CET  9 min temprano,2h 4m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX1091 AEA23MJ  Air Europa UX/AEA,Amsterdam (AMS / EHAM),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:23 CET  18 min tarde,01 ene 09:34 CET  5 min temprano,2h 11m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX9059 AEA9059  Air Europa UX/AEA,Tenerife (TFN / GCXO),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:21 CET  16 min tarde,01 ene 09:07 WET  12 min tarde,2h 46m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",IB403 IBE04VV  Iberia IB/IBE,Barcelona (BCN / LEBL),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:15 CET  10 min tarde,01 ene 08:06 CET  18 min temprano,50m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX4063 AEA4063  Air Europa UX/AEA,Valencia (VLC / LEVC),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:47 CET  42 min tarde,01 ene 08:21 CET  16 min tarde,33m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX4047 AEA52CA  Air Europa UX/AEA,Alicante (ALC / LEAL),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 09:21 CET  2 h 16 min tarde,01 ene 08:30 CET  20 min tarde,,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX1515 AEA53LF  Air Europa UX/AEA,Munich (MUC / EDDM),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:28 CET  23 min tarde,01 ene 09:33 CET  11 min temprano,2h 4m,Madrid,LEMD
"jue, 01. ene  01 ene 07:05 CET  Aterrizado",UX9156 AEA9156  Air Europa UX/AEA,Las Palmas (LPA / GCLP),01 ene 07:05 CET  01 ene 06:05 UTC,01 ene 07:25 CET  20 min tarde,01 ene 09:01 WET  1 min tarde,2h 35m,Madrid,LEMD
"jue, 01. ene  01 ene 07:10 CET  Aterrizado",FR5897 RYR39BJ  Ryanair FR/RYR,Turin (TRN / LIMF),01 ene 07:10 CET  01 ene 06:10 UTC,01 ene 07:45 CET  35 min tarde,01 ene 09:18 CET  1 min temprano,1h 32m,Madrid,LEMD
"jue, 01. ene  01 ene 07:10 CET  Aterrizado",IB1189 ANE54ER  Iberia IB/IBE,Toulouse (TLS / LFBO),01 ene 07:10 CET  01 ene 06:10 UTC,01 ene 07:53 CET  43 min tarde,01 ene 08:47 CET  17 min tarde,53m,Madrid,LEMD
"jue, 01. ene  01 ene 07:10 CET  Aterrizado",IB489 IBE04BL  Iberia IB/IBE,Santander (SDR / LEXJ),01 ene 07:10 CET  01 ene 06:10 UTC,01 ene 07:33 CET  23 min tarde,01 ene 08:12 CET  7 min temprano,38m,Madrid,LEMD
"jue, 01. ene  01 ene 07:10 CET  Aterrizado",UX1065 AEA37VZ  Air Europa UX/AEA,Milan (MXP / LIMC),01 ene 07:10 CET  01 ene 06:10 UTC,01 ene 07:59 CET  49 min tarde,01 ene 09:38 CET  18 min tarde,1h 39m,Madrid,LEMD
"jue, 01. ene  01 ene 08:00 CET  Aterrizado",UX1027 AEA71NR  Air Europa UX/AEA,Paris (ORY / LFPO),01 ene 08:00 CET  01 ene 07:00 UTC,01 ene 08:38 CET  38 min tarde,01 ene 10:10 CET  15 min tarde,1h 31m,Madrid,LEMD
"jue, 01. ene  01 ene 08:00 CET  Aterrizado",FR5354 RYR7WM  Ryanair FR/RYR,Ibiza (IBZ / LEIB),01 ene 08:00 CET  01 ene 07:00 UTC,01 ene 08:37 CET  37 min tarde,01 ene 09:27 CET  7 min tarde,49m,Madrid,LEMD
"jue, 01. ene  01 ene 08:00 CET  Aterrizado",IB1079 ANE81PN  Iberia IB/IBE,Valencia (VLC / LEVC),01 ene 08:00 CET  01 ene 07:00 UTC,01 ene 08:22 CET  22 min tarde,01 ene 08:53 CET  11 min temprano,31m,Madrid,LEMD
"jue, 01. ene  01 ene 08:10 CET  Aterrizado",IB391 IBE0391  Iberia IB/IBE,Doha (DOH / OTHH),01 ene 08:10 CET  01 ene 07:10 UTC,01 ene 09:53 CET  1 h 43 min tarde,01 ene 18:21 UTC+03  1 h 11 min tarde,6h 27m,Madrid,LEMD
"jue, 01. ene  01 ene 08:15 CET  Aterrizado",IB1019 ANE30KP  Iberia IB/IBE,Granada (GRX / LEGR),01 ene 08:15 CET  01 ene 07:15 UTC,01 ene 08:27 CET  12 min tarde,01 ene 10:39 CET  1 h 14 min tarde,2h 12m,Madrid,LEMD
"jue, 01. ene  01 ene 08:20 CET  Aterrizado",UX6031 AEA6031  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),01 ene 08:20 CET  01 ene 07:20 UTC,01 ene 08:32 CET  12 min tarde,01 ene 10:29 CET  49 min tarde,1h 56m,Madrid,LEMD
"jue, 01. ene  01 ene 08:20 CET  Aterrizado",FR5444 RYR69AS  Ryanair FR/RYR,Paris (BVA / LFOB),01 ene 08:20 CET  01 ene 07:20 UTC,01 ene 08:59 CET  39 min tarde,01 ene 10:34 CET  4 min tarde,1h 34m,Madrid,LEMD
"jue, 01. ene  01 ene 08:25 CET  Aterrizado",IB407 IBE04LB  Iberia IB/IBE,Barcelona (BCN / LEBL),01 ene 08:25 CET  01 ene 07:25 UTC,01 ene 08:41 CET  16 min tarde,01 ene 09:33 CET  11 min temprano,52m,Madrid,LEMD
"jue, 01. ene  01 ene 08:25 CET  Aterrizado",IB1127 ANE17ZM  Iberia IB/IBE,Vigo (VGO / LEVX),01 ene 08:25 CET  01 ene 07:25 UTC,01 ene 08:43 CET  18 min tarde,01 ene 09:33 CET  11 min temprano,50m,Madrid,LEMD
"jue, 01. ene  01 ene 08:25 CET  Aterrizado",FR2063 RYR2DL  Ryanair FR/RYR,Palma de Mallorca (PMI / LEPA),01 ene 08:25 CET  01 ene 07:25 UTC,01 ene 08:35 CET  10 min tarde,01 ene 09:36 CET  18 min temprano,1h,Madrid,LEMD
"jue, 01. ene  01 ene 08:35 CET  Aterrizado",UX1301 AEA1301  Air Europa UX/AEA,Tel Aviv (TLV / LLBG),01 ene 08:35 CET  01 ene 07:35 UTC,01 ene 08:51 CET  16 min tarde,01 ene 13:54 IST  25 min temprano,4h 2m,Madrid,LEMD
"jue, 01. ene  01 ene 08:40 CET  Aterrizado",FR3009 RYR43GY  Ryanair FR/RYR,Milan (MXP / LIMC),01 ene 08:40 CET  01 ene 07:40 UTC,01 ene 09:52 CET  1 h 12 min tarde,01 ene 11:25 CET  30 min tarde,1h 32m,Madrid,LEMD
"jue, 01. ene  01 ene 08:40 CET  Aterrizado",IB1327 ANE32BD  Iberia IB/IBE,Frankfurt (FRA / EDDF),01 ene 08:40 CET  01 ene 07:40 UTC,01 ene 09:12 CET  32 min tarde,01 ene 11:20 CET  4 min temprano,2h 8m,Madrid,LEMD
"jue, 01. ene  01 ene 08:40 CET  Aterrizado",IB791 IBE07VB  Iberia IB/IBE,Vienna (VIE / LOWW),01 ene 08:40 CET  01 ene 07:40 UTC,01 ene 09:21 CET  41 min tarde,01 ene 11:43 CET  3 min tarde,2h 22m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB647 IBE0647  Iberia IB/IBE,Rome (FCO / LIRF),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 10:48 CET  2 h 3 min tarde,01 ene 12:35 CET  1 h 25 min tarde,1h 46m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB751 IBE07CY  Iberia IB/IBE,Dusseldorf (DUS / EDDL),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 09:07 CET  22 min tarde,01 ene 11:06 CET  13 min temprano,1h 59m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB1501 IBS1501  Iberia IB/IBE,Lanzarote (ACE / GCRR),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 08:58 CET  13 min tarde,01 ene 11:19 CET  11 min temprano,2h 20m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB663 IBE06SG  Iberia IB/IBE,Milan (LIN / LIML),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 09:08 CET  23 min tarde,01 ene 10:42 CET  12 min temprano,1h 33m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB627 IBE06DT  Iberia IB/IBE,Zurich (ZRH / LSZH),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 09:10 CET  25 min tarde,01 ene 10:53 CET  16 min temprano,1h 42m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB1565 IBS1565  Iberia IB/IBE,Tenerife (TFN / GCXO),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 08:56 CET  11 min tarde,01 ene 13:50 WET  3 h 10 min tarde,5h 53m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB731 IBE07LT  Iberia IB/IBE,Amsterdam (AMS / EHAM),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 09:28 CET  43 min tarde,01 ene 11:43 CET  18 min tarde,2h 15m,Madrid,LEMD
"jue, 01. ene  01 ene 08:45 CET  Aterrizado",IB105 IBE0105  Iberia IB/IBE,Buenos Aires (EZE / SAEZ),01 ene 08:45 CET  01 ene 07:45 UTC,01 ene 09:00 CET  15 min tarde,02 ene 06:51 UTC-03  12 h 56 min tarde,,Madrid,LEMD
"jue, 01. ene  01 ene 08:50 CET  Aterrizado",IB1309 ANE98ZC  Iberia IB/IBE,Munich (MUC / EDDM),01 ene 08:50 CET  01 ene 07:50 UTC,01 ene 09:04 CET  14 min tarde,01 ene 11:08 CET  21 min temprano,2h 4m,Madrid,LEMD
"jue, 01. ene  01 ene 08:50 CET  Aterrizado",IB1049 ANE74KE  Iberia IB/IBE,Pamplona (PNA / LEPP),01 ene 08:50 CET  01 ene 07:50 UTC,01 ene 10:05 CET  1 h 15 min tarde,01 ene 11:52 CET  1 h 57 min tarde,1h 46m,Madrid,LEMD
"jue, 01. ene  01 ene 08:55 CET  Aterrizado",U27640 EJU7640  easyJet U2/EZY,Lisbon (LIS / LPPT),01 ene 08:55 CET  01 ene 07:55 UTC,01 ene 09:07 CET  12 min tarde,01 ene 09:03 WET  16 min temprano,56m,Madrid,LEMD
"jue, 01. ene  01 ene 09:00 CET  Aterrizado",IB677 IBE06YM  Iberia IB/IBE,Venice (VCE / LIPZ),01 ene 09:00 CET  01 ene 08:00 UTC,01 ene 09:36 CET  36 min tarde,01 ene 11:29 CET  4 min tarde,1h 52m,Madrid,LEMD
"jue, 01. ene  01 ene 09:05 CET  Aterrizado",IB597 IBE0597  Iberia IB/IBE,Brussels (BRU / EBBR),01 ene 09:05 CET  01 ene 08:05 UTC,01 ene 09:16 CET  11 min tarde,01 ene 11:06 CET  23 min temprano,1h 49m,Madrid,LEMD
"jue, 01. ene  01 ene 09:05 CET  Aterrizado",TO4631 TVF14XM  Transavia France TO/TVF,Paris (ORY / LFPO),01 ene 09:05 CET  01 ene 08:05 UTC,01 ene 09:33 CET  28 min tarde,01 ene 11:04 CET  5 min temprano,1h 30m,Madrid,LEMD
"jue, 01. ene  01 ene 09:05 CET  Aterrizado",IB715 IBE07GG  Iberia IB/IBE,London (LHR / EGLL),01 ene 09:05 CET  01 ene 08:05 UTC,01 ene 09:30 CET  25 min tarde,01 ene 10:39 GMT  4 min tarde,2h 8m,Madrid,LEMD
"jue, 01. ene  01 ene 09:10 CET  Aterrizado",UX1683 AEA1683  Air Europa UX/AEA,Istanbul (IST / LTFM),01 ene 09:10 CET  01 ene 08:10 UTC,01 ene 09:23 CET  13 min tarde,01 ene 14:37 UTC+03  17 min temprano,3h 13m,Madrid,LEMD
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",IB1211 ANE81BU  Iberia IB/IBE,Nice (NCE / LFMN),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:23 CET  23 min tarde,01 ene 11:51 CET  3 min temprano,1h 28m,Madrid,LEMD
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",AA69 AAL69  American Airlines AA/AAL,Miami (MIA / KMIA),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:14 CET  14 min tarde,01 ene 13:38 EST  11 min temprano,9h 24m,Madrid,LEMD
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",AF1001 AFR95BR  Air France AF/AFR,Paris (CDG / LFPG),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:36 CET  36 min tarde,01 ene 12:24 CET  14 min tarde,1h 47m,Madrid,LEMD
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",FR5997 RYR40WN  Ryanair FR/RYR,London (STN / EGSS),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:22 CET  22 min tarde,01 ene 11:16 GMT  13 min temprano,1h 54m,Madrid,LEMD
"jue, 01. ene  01 ene 10:00 CET  Aterrizado",DL127 DAL127  Delta Air Lines DL/DAL,New York (JFK / KJFK),01 ene 10:00 CET  01 ene 09:00 UTC,01 ene 10:19 CET  19 min tarde,01 ene 12:05 EST  29 min temprano,7h 46m,Madrid,LEMD
"jue, 01. ene  01 ene 10:05 CET  Aterrizado",IB1179 ANE1179  Iberia IB/IBE,Lyon (LYS / LFLL),01 ene 10:05 CET  01 ene 09:05 UTC,01 ene 10:26 CET  21 min tarde,01 ene 11:46 CET  8 min temprano,1h 20m,Madrid,LEMD
"jue, 01. ene  01 ene 10:05 CET  Aterrizado",IB823 IBE08HC  Iberia IB/IBE,Stockholm (ARN / ESSA),01 ene 10:05 CET  01 ene 09:05 UTC,01 ene 10:18 CET  13 min tarde,01 ene 13:43 CET  21 min temprano,3h 24m,Madrid,LEMD
"jue, 01. ene  01 ene 10:05 CET  Aterrizado",FR2051 RYR6931  Ryanair FR/RYR,Palma de Mallorca (PMI / LEPA),01 ene 10:05 CET  01 ene 09:05 UTC,01 ene 10:17 CET  12 min tarde,01 ene 13:38 CET  2 h 3 min tarde,3h 20m,Madrid,LEMD
"jue, 01. ene  01 ene 10:05 CET  Aterrizado",FR2766 RYR91NN  Ryanair FR/RYR,Prague (PRG / LKPR),01 ene 10:05 CET  01 ene 09:05 UTC,01 ene 11:16 CET  1 h 11 min tarde,01 ene 13:46 CET  41 min tarde,2h 30m,Madrid,LEMD
"jue, 01. ene  01 ene 10:10 CET  Aterrizado",LX2027 SWR211D  Swiss LX/SWR,Zurich (ZRH / LSZH),01 ene 10:10 CET  01 ene 09:10 UTC,01 ene 11:14 CET  1 h 4 min tarde,01 ene 12:54 CET  29 min tarde,1h 40m,Madrid,LEMD
"jue, 01. ene  01 ene 10:10 CET  Aterrizado",AY1662 FIN09DM  Finnair AY/FIN,Helsinki (HEL / EFHK),01 ene 10:10 CET  01 ene 09:10 UTC,01 ene 10:40 CET  30 min tarde,01 ene 15:24 EET  6 min temprano,3h 43m,Madrid,LEMD
"jue, 01. ene  01 ene 10:15 CET  Aterrizado",UX6013 AEA17NU  Air Europa UX/AEA,Palma de Mallorca (PMI / LEPA),01 ene 10:15 CET  01 ene 09:15 UTC,01 ene 11:02 CET  47 min tarde,01 ene 11:57 CET  22 min tarde,54m,Madrid,LEMD
"jue, 01. ene  01 ene 10:15 CET  Aterrizado",U22306 EZY59DX  easyJet U2/EZY,London (LTN / EGGW),01 ene 10:15 CET  01 ene 09:15 UTC,01 ene 10:33 CET  18 min tarde,01 ene 11:29 GMT  15 min temprano,1h 56m,Madrid,LEMD
"jue, 01. ene  01 ene 10:20 CET  Aterrizado",FR2528 RYR886B  Ryanair FR/RYR,Berlin (BER / EDDB),01 ene 10:20 CET  01 ene 09:20 UTC,01 ene 11:08 CET  48 min tarde,01 ene 13:38 CET  3 min tarde,2h 29m,Madrid,LEMD
"jue, 01. ene  01 ene 10:20 CET  Aterrizado",IB1169 ANE84QQ  Iberia IB/IBE,Marseille (MRS / LFML),01 ene 10:20 CET  01 ene 09:20 UTC,01 ene 10:46 CET  26 min tarde,01 ene 11:58 CET  6 min temprano,1h 11m,Madrid,LEMD
"jue, 01. ene  01 ene 10:20 CET  Aterrizado",TP1011 TAP11WQ  TAP - Air Portugal TP/TAP,Lisbon (LIS / LPPT),01 ene 10:20 CET  01 ene 09:20 UTC,01 ene 10:38 CET  18 min tarde,01 ene 10:36 WET  8 min temprano,57m,Madrid,LEMD
"jue, 01. ene  01 ene 10:25 CET  Aterrizado",W46312 WMT4GS  Wizz Air Malta W4/WMT,Milan (MXP / LIMC),01 ene 10:25 CET  01 ene 09:25 UTC,01 ene 11:22 CET  57 min tarde,01 ene 13:00 CET  20 min tarde,1h 37m,Madrid,LEMD
"jue, 01. ene  01 ene 10:25 CET  Aterrizado",HU728 CHH728  Hainan Airlines HU/CHH,Chongqing (CKG / ZUCK),01 ene 10:25 CET  01 ene 09:25 UTC,01 ene 11:12 CET  47 min tarde,02 ene 05:22 CST  22 min tarde,11h 10m,Madrid,LEMD
"jue, 01. ene  01 ene 10:25 CET  Aterrizado",FR5713 RYR816F  Ryanair FR/RYR,Budapest (BUD / LHBP),01 ene 10:25 CET  01 ene 09:25 UTC,01 ene 11:09 CET  44 min tarde,01 ene 13:43 CET  1 min temprano,2h 33m,Madrid,LEMD
"jue, 01. ene  01 ene 10:25 CET  Aterrizado",UX1153 AEA1153  Air Europa UX/AEA,Lisbon (LIS / LPPT),01 ene 10:25 CET  01 ene 09:25 UTC,01 ene 10:40 CET  15 min tarde,01 ene 10:38 WET  6 min temprano,58m,Madrid,LEMD
"jue, 01. ene  01 ene 10:30 CET  Aterrizado",MU710 CES710  China Eastern Airlines MU/CES,Shanghai (PVG / ZSPD),01 ene 10:30 CET  01 ene 09:30 UTC,01 ene 10:43 CET  13 min tarde,02 ene 05:43 CST  36 min temprano,11h 59m,Madrid,LEMD
"jue, 01. ene  01 ene 10:30 CET  Aterrizado",AM35 AMX035  Aeroméxico AM/AMX,Monterrey (MTY / MMMY),01 ene 10:30 CET  01 ene 09:30 UTC,01 ene 10:55 CET  25 min tarde,01 ene 14:33 CST  1 h 22 min temprano,10h 37m,Madrid,LEMD
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",UX5043 AEA5043  Air Europa UX/AEA,Malaga (AGP / LEMG),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:51 CET  16 min tarde,01 ene 11:40 CET  4 min temprano,49m,Madrid,LEMD
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",UX7231 AEA72UE  Air Europa UX/AEA,A Coruna (LCG / LECO),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:49 CET  14 min tarde,01 ene 11:42 CET  2 min temprano,53m,Madrid,LEMD
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",IB953 IBE0953  Iberia IB/IBE,Oslo (OSL / ENGM),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:48 CET  13 min tarde,01 ene 14:05 CET  14 min temprano,3h 16m,Madrid,LEMD
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",BA457 BAW457V  British Airways BA/BAW,London (LHR / EGLL),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 11:11 CET  36 min tarde,01 ene 12:16 GMT  11 min tarde,2h 4m,Madrid,LEMD
"jue, 01. ene  01 ene 10:35 CET  Aterrizado",UX1145 AEA24KY  Air Europa UX/AEA,Porto (OPO / LPPR),01 ene 10:35 CET  01 ene 09:35 UTC,01 ene 10:43 CET  8 min tarde,01 ene 10:35 WET  14 min temprano,51m,Madrid,LEMD
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",UX7302 AEA7302  Air Europa UX/AEA,Vigo (VGO / LEVX),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:59 CET  19 min tarde,01 ene 11:47 CET  2 min tarde,48m,Madrid,LEMD
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",IB833 IBE08VD  Iberia IB/IBE,Athens (ATH / LGAV),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 11:10 CET  30 min tarde,01 ene 14:58 EET  16 min temprano,2h 48m,Madrid,LEMD
"jue, 01. ene  01 ene 10:40 CET  Aterrizado",EI593 EIN5KE  Aer Lingus EI/EIN,Dublin (DUB / EIDW),01 ene 10:40 CET  01 ene 09:40 UTC,01 ene 10:57 CET  17 min tarde,01 ene 12:06 GMT  13 min temprano,2h 8m,Madrid,LEMD
"jue, 01. ene  01 ene 12:00 CET  Aterrizado",BA459 BAW45EM  British Airways BA/BAW,London (LHR / EGLL),01 ene 12:00 CET  01 ene 11:00 UTC,01 ene 12:12 CET  12 min tarde,01 ene 13:12 GMT  22 min temprano,2h,Madrid,LEMD
"jue, 01. ene  01 ene 12:00 CET  Aterrizado",IB341 IBE03PD  Iberia IB/IBE,Chicago (ORD / KORD),01 ene 12:00 CET  01 ene 11:00 UTC,01 ene 12:49 CET  49 min tarde,01 ene 14:28 CST  26 min temprano,8h 38m,Madrid,LEMD
"jue, 01. ene  01 ene 12:00 CET  Aterrizado",NT6007 IBB60SP  Binter Canarias NT/IBB,Las Palmas (LPA / GCLP),01 ene 12:00 CET  01 ene 11:00 UTC,01 ene 12:09 CET  9 min tarde,01 ene 14:08 WET  18 min tarde,2h 59m,Madrid,LEMD
"jue, 01. ene  01 ene 12:00 CET  Aterrizado",IB809 IBE08KC  Iberia IB/IBE,Prague (PRG / LKPR),01 ene 12:00 CET  01 ene 11:00 UTC,01 ene 12:23 CET  23 min tarde,01 ene 14:41 CET  13 min temprano,2h 17m,Madrid,LEMD
"jue, 01. ene  01 ene 12:05 CET  Aterrizado",IB221 IBE0221  Iberia IB/IBE,Guatemala City (GUA / MGGT),01 ene 12:05 CET  01 ene 11:05 UTC,01 ene 12:43 CET  38 min tarde,01 ene 17:35 CST  35 min tarde,11h 52m,Madrid,LEMD
"jue, 01. ene  01 ene 12:05 CET  Aterrizado",IB1851 IBS1851  Iberia IB/IBE,Marrakesh (RAK / GMMX),01 ene 12:05 CET  01 ene 11:05 UTC,01 ene 12:30 CET  25 min tarde,01 ene 14:16 UTC+01  11 min tarde,1h 46m,Madrid,LEMD
"jue, 01. ene  01 ene 12:05 CET  Aterrizado",IB151 IBE0151  Iberia IB/IBE,Bogota (BOG / SKBO),01 ene 12:05 CET  01 ene 11:05 UTC,01 ene 13:02 CET  57 min tarde,02 ene 04:24 UTC-05  11 h 54 min tarde,21h 22m,Madrid,LEMD
"jue, 01. ene  01 ene 12:10 CET  Aterrizado",IB1545 IBS1545  Iberia IB/IBE,Tenerife (TFS / GCTS),01 ene 12:10 CET  01 ene 11:10 UTC,01 ene 12:34 CET  24 min tarde,01 ene 14:14 WET  a tiempo,2h 40m,Madrid,LEMD
"jue, 01. ene  01 ene 12:10 CET  Aterrizado",IB211 IBE02FW  Iberia IB/IBE,New York (JFK / KJFK),01 ene 12:10 CET  01 ene 11:10 UTC,01 ene 12:36 CET  26 min tarde,01 ene 14:29 EST  55 min temprano,7h 52m,Madrid,LEMD
"jue, 01. ene  01 ene 12:10 CET  Aterrizado",TP1013 TAP1013  TAP - Air Portugal TP/TAP,Lisbon (LIS / LPPT),01 ene 12:10 CET  01 ene 11:10 UTC,01 ene 12:26 CET  16 min tarde,01 ene 12:21 WET  8 min temprano,54m,Madrid,LEMD
"jue, 01. ene  01 ene 12:15 CET  Aterrizado",IB137 IBE0137  Iberia IB/IBE,Quito (UIO / SEQM),01 ene 12:15 CET  01 ene 11:15 UTC,01 ene 12:54 CET  39 min tarde,01 ene 18:02 UTC-05  37 min tarde,11h 7m,Madrid,LEMD
"jue, 01. ene  01 ene 12:15 CET  Aterrizado",IB773 IBE07SY  Iberia IB/IBE,Hamburg (HAM / EDDH),01 ene 12:15 CET  01 ene 11:15 UTC,01 ene 12:26 CET  11 min tarde,01 ene 14:55 CET  19 min temprano,2h 28m,Madrid,LEMD
"jue, 01. ene  01 ene 12:15 CET  Aterrizado",LY396 ELY396  El Al Israel Airlines LY/ELY,Tel Aviv (TLV / LLBG),01 ene 12:15 CET  01 ene 11:15 UTC,01 ene 12:34 CET  19 min tarde,01 ene 17:50 IST  a tiempo,4h 15m,Madrid,LEMD
